time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1771456973.3844473,282,72,16,0,0,0,22.4438671875,288815,36.38076825567136,1004.0344781934334,77.00959182141675
1771456974.3954997,282,72,16,0,0,0,22.446015625,288575,36.38097770254375,1004.0379527483678,76.98044901581518
1771456975.4074655,282,72,16,0,0,0,22.4473828125,290024,36.37528816436804,1004.0383461585952,76.97714929539154
1771456976.4190753,291,77,16,1,0,0,22.4485546875,290266,36.38704829881508,1004.0366060193711,76.99174468631921
1771456977.4304135,291,77,16,1,0,0,22.4501171875,287378,36.3755547091188,1004.0445859974405,76.92481291162595
1771456978.4413052,291,77,16,1,0,0,22.450703125,288095,36.375611826859476,1004.0364452000481,76.9930935569462
1771456979.4528604,288,74,19,1,0,0,22.451484375,288575,36.37568798440064,1004.0413440325697,76.95200472166238
1771456980.4647841,288,74,19,1,0,0,22.4516796875,288095,36.39317632911359,1004.036206849256,76.99509272239635
1771456981.477237,288,74,19,1,0,0,22.4524609375,290266,36.3816060718737,1004.0338349422476,77.01498709527272
1771456982.4881399,288,74,19,1,0,0,22.45421875,288334,36.364309382807484,1004.031224656738,77.03688091209395
1771456983.4990067,288,74,19,1,0,0,22.45578125,289539,36.376106862186155,1004.0301161761593,77.04617832689426
1771456984.5097969,288,74,19,1,0,0,22.45578125,290024,36.376106862186155,1004.02829848147,77.06142431475864
1771456985.5205925,279,72,18,1,0,0,22.4571484375,288575,36.387886266132625,1004.0323272149358,77.02763317969047
1771456986.5324516,279,72,18,1,0,0,22.4583203125,288095,36.37635438987332,1004.034222391939,77.01173735791745
1771456987.5480158,279,72,18,1,0,0,22.4583203125,290510,36.38800054033602,1004.0396754985258,76.96599949100461
1771456988.5598752,306,77,16,1,0,0,22.4596875,288575,36.38813386203956,1004.0382511388842,76.97794627122389
1771456989.5717883,306,77,16,1,0,0,22.4587109375,291242,36.393862045294526,1004.0421249312656,76.94545496837473
1771456990.5829117,306,77,16,1,0,0,22.459296875,291242,36.393919190623684,1004.0430725269817,76.93750705673767
1771456991.5937586,342,84,17,1,0,0,22.461640625,289297,36.38250109648062,1004.0450451999891,76.92096138012438
1771456992.6045518,342,84,17,1,0,0,22.462421875,290024,36.38257727282124,1004.0463086601359,76.91036419769144
1771456993.615467,342,84,17,1,0,0,22.4637890625,290266,36.37688754912645,1004.0467019982289,76.90706510452317
1771456994.626296,339,84,21,2,0,0,22.464765625,288575,36.38280580563938,1004.0500990428129,76.87857269643433
1771456995.6382222,339,84,21,2,0,0,22.4649609375,289539,36.38282485029793,1004.0395085809141,76.96739950751115
1771456996.650106,339,84,21,2,0,0,22.466328125,288815,36.371312253785945,1004.0380841659484,76.97934675336968
1771456997.6621292,321,75,15,2,0,0,22.4673046875,290266,36.38887668986411,1004.0287571080089,77.0575775639698
1771456998.6745017,321,75,15,2,0,0,22.4700390625,289056,36.40079069750744,1004.0349968540968,77.0052415534893
1771456999.6863992,321,75,15,2,0,0,22.47140625,289781,36.41839679323837,1004.031754649095,77.03243558790543
1771457000.6984763,330,80,20,3,0,0,22.4719921875,289781,36.395157426837606,1004.0272490001255,77.07022689224118
1771457001.71061,330,80,20,3,0,0,22.473359375,289781,36.41276291643795,1004.0330954774741,77.02118936472698
1771457002.722791,330,80,20,3,0,0,22.474921875,290510,36.41291538816297,1004.0356223327093,76.99999535210132
1771457003.734649,330,83,23,3,0,0,22.4755078125,291733,36.39550035256588,1004.038387654205,76.976801251852
1771457004.7467399,330,83,23,3,0,0,22.4766796875,291978,36.389791022070504,1004.0384650466308,76.97615212456968
1771457005.758876,330,83,23,3,0,0,22.4774609375,291978,36.39569087239649,1004.0397284756457,76.96555514702864
1771457006.7710764,321,81,21,2,0,0,22.4782421875,290266,36.36665099262398,1004.0337208728083,77.01594385378796
1771457007.7819078,321,81,21,2,0,0,22.4790234375,292966,36.34926013371832,1004.0295310135866,77.05108639924508
1771457008.7939377,321,81,21,2,0,0,22.479609375,292718,36.32603095171357,1004.0286608128246,77.05838524405698
1771457009.8060358,336,88,18,2,0,0,22.479609375,292966,36.30274822405146,1004.0268430514193,77.07363180939947
1771457010.8176682,336,88,18,2,0,0,22.48078125,292966,36.262125971761094,1004.0305559315427,77.04248986415674
1771457011.8284535,336,88,18,2,0,0,22.4821484375,292225,36.25644033734819,1004.0309491357115,77.03919185236653
1771457012.839249,336,88,18,2,0,0,22.4821484375,291733,36.22153336955647,1004.0364024421721,76.9934521882754
1771457013.8500378,336,88,18,2,0,0,22.482734375,291733,36.20413979633591,1004.039167776408,76.97025799576541
1771457014.860853,336,88,18,2,0,0,22.4833203125,293711,36.18093244319857,1004.0382975694671,76.97755683567537
1771457015.8730125,345,88,21,3,0,0,22.4841015625,294459,36.16937746772829,1004.0377432135842,76.98220648506106
1771457016.8842947,345,88,21,3,0,0,22.484296875,294209,36.14613743615534,1004.0326057429679,77.02529702067471
1771457017.8961172,345,88,21,3,0,0,22.4852734375,291978,36.134603982970596,1004.0341850056693,77.01205093550912
1771457018.9082637,318,86,20,3,0,0,22.48625,294209,36.12307136909412,1004.0303109280987,77.04454483843956
1771457019.920361,318,86,20,3,0,0,22.485859375,292718,36.12884704085401,1004.0333147843203,77.01934992559737
1771457020.932866,318,86,20,3,0,0,22.486640625,293462,36.12892279908773,1004.041849319487,76.94776664950841
1771457021.9451175,273,81,23,3,0,0,22.4872265625,293711,36.1464216400099,1004.0409790994792,76.95506558323427
1771457022.957494,273,81,23,3,0,0,22.487421875,291978,36.13481234569622,1004.0431127374795,76.93716979333449
1771457023.9696035,273,81,23,3,0,0,22.4878125,291978,36.15810762142594,1004.0455622318646,76.91662481060708
1771457024.9817963,261,76,19,2,0,0,22.4878125,292225,36.169737649089384,1004.0401088763923,76.9623645479122
1771457025.9939342,261,76,19,2,0,0,22.4891796875,292966,36.18731710995137,1004.0459554293254,76.91332689499022
1771457027.0060394,261,76,19,2,0,0,22.4903515625,291978,36.19324694607513,1004.049668350843,76.88218508254751
1771457028.018302,270,81,20,2,0,0,22.4909375,290510,36.21657028058671,1004.0487981230572,76.88948403548737
1771457029.0306802,270,81,20,2,0,0,22.4907421875,291487,36.21655130278862,1004.044846680981,76.92262644521199
1771457030.0427697,270,81,20,2,0,0,22.4909375,293960,36.23402243510447,1004.0397091531164,76.96571721414975
1771457031.054891,276,80,15,1,0,0,22.4909375,292225,36.2398402639825,1004.0342557722496,77.01145738034933
1771457032.0667062,276,80,15,1,0,0,22.4925,293960,36.23417431860459,1004.0349647787052,77.00551058588444
1771457033.0786686,276,80,15,1,0,0,22.4938671875,295212,36.22267215241585,1004.0299045231918,77.04795357358783
1771457034.090793,246,72,11,1,0,0,22.4950390625,292718,36.22860347557648,1004.0336174164519,77.01681159505034
1771457035.1030078,246,72,11,1,0,0,22.49640625,292471,36.22873636188068,1004.0394639758392,76.96777363128385
1771457036.1151843,246,72,11,1,0,0,22.4973828125,292471,36.23464897079491,1004.0337719792021,77.01551519840659
1771457037.1268926,237,67,11,1,0,0,22.49796875,292966,36.22307075991798,1004.0292660836036,77.05330850987197
1771457038.1389859,237,67,11,1,0,0,22.49953125,292718,36.23485782555964,1004.0299750367449,77.04736213865152
1771457039.1507223,237,67,11,1,0,0,22.5005078125,292966,36.25240727945805,1004.0315542662752,77.03411630361242
1771457040.162983,237,62,11,1,0,0,22.5024609375,291978,36.258415869848015,1004.0383483788809,76.97713067278873
1771457041.1740103,237,62,11,1,0,0,22.505,292471,36.27030085549272,1004.033365230626,77.01892680657437
1771457042.184847,237,62,11,1,0,0,22.506171875,292471,36.27623422945622,1004.0388959725601,76.9725377434882
1771457043.1956556,258,66,12,1,0,0,22.5071484375,291487,36.29378869319303,1004.0295681694538,77.05077475299008
1771457044.206599,258,66,12,1,0,0,22.508125,292225,36.29970402875394,1004.0311473838052,77.03752904091272
