time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1772062561.8138437,0,0,0,0,0,0,189,59,11,1,0,0,23.8192578125,199867,53.71916675912557,1009.2579234939558,33.28990716604277
1772062563.8256145,0,0,0,0,0,0,189,53,10,1,0,0,23.8204296875,199752,53.66764494329966,1009.2598252406726,33.27402314561245
1772062565.8373723,0,1,1,0,1,1,189,53,10,1,0,0,23.82140625,200445,53.71299444489386,1009.265053607757,33.2303542115149
1772062567.8491483,0,1,1,0,1,1,189,53,10,1,0,0,23.822578125,199178,53.76484345499937,1009.2705989474013,33.18403802502156
1772062569.861538,0,1,1,0,1,1,159,45,7,1,0,0,23.8251171875,200329,53.81689065440783,1009.2710758346144,33.18005494279699
1772062571.8745446,0,1,1,0,1,1,159,45,7,1,0,0,23.82609375,199867,53.84288037432735,1009.2744824349493,33.15160220236894
1772062573.8869317,0,1,1,0,1,1,159,45,7,1,0,0,23.8266796875,199982,53.87528725935407,1009.2681460996681,33.20452485169297
1772062575.8999712,0,1,1,0,1,1,171,47,7,1,0,0,23.8266796875,199292,53.88175354432036,1009.2553934752749,33.311038760224896
1772062577.9130266,0,1,1,0,1,1,171,47,7,1,0,0,23.8255078125,200329,53.90746318466365,1009.2607789511517,33.26605744794932
1772062579.9260309,0,1,1,0,1,1,171,47,7,1,0,0,23.8251171875,199178,53.907410612744194,1009.2637886370538,33.240919620095845
1772062581.9390793,0,1,1,0,1,1,189,51,7,1,0,0,23.82296875,200445,53.90065434479308,1009.263945694674,33.23960782792512
1772062583.9521477,0,1,1,0,1,1,189,51,7,1,0,0,23.822578125,200677,53.88766820159016,1009.2633117784261,33.244902486847025
1772062585.9651444,0,1,1,0,1,1,189,51,7,1,0,0,23.82296875,201611,53.87478805755892,1009.2548367299017,33.31568889658013
