timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1776901093.6472764,3.0,0.0,5.0,0.0,5.0,0.0
1776901097.685003,3.0,0.0,5.0,0.0,5.0,0.0
1776901101.717169,3.0,0.0,5.0,0.0,5.0,0.0
1776901105.7097292,2.5,0.5,4.5,0.5,4.5,0.5
1776901109.7320812,2.0,0.0,4.0,0.0,4.0,0.0
1776901113.7317934,2.0,0.0,5.0,0.0,5.0,0.0
1776901117.7476723,2.0,0.0,4.5,0.5,4.5,0.5
1776901121.7346172,2.0,0.0,4.0,0.0,4.0,0.0
1776901125.7670224,2.0,0.0,4.0,0.0,4.0,0.0
1776901129.7663803,2.0,0.0,4.0,0.0,4.0,0.0
1776901133.7611463,2.0,0.0,4.0,0.0,4.0,0.0
1776901137.7787309,2.0,0.0,5.0,0.0,5.0,0.0
1776901141.8179154,2.0,0.0,4.5,0.5,4.5,0.5
1776901145.8088167,2.0,0.0,4.0,0.0,4.0,0.0
