timestamp,cps,cps_err,usv_hr
1776902912.566455,0.0,0.0,0.0
1776902914.5830636,0.0,0.0,0.0
1776902916.569679,0.0,0.0,0.0
1776902918.5895317,0.0,0.0,0.0
1776902920.6077886,0.0,0.0,0.0
1776902922.6014225,0.0,0.0,0.0
1776902924.6475196,0.0,0.0,0.0
1776902926.6727667,0.0,0.0,0.0
1776902928.642613,0.5,0.5,0.006267
1776902930.6735563,0.0,0.0,0.0
1776902932.7158902,0.0,0.0,0.0
1776902934.6768432,1.0,0.7071067811865476,0.012534
1776902936.7288558,0.0,0.0,0.0
1776902938.7404768,0.0,0.0,0.0
1776902940.7557647,0.0,0.0,0.0
1776902942.7414954,0.0,0.0,0.0
1776902944.766044,0.0,0.0,0.0
1776902946.7962291,0.5,0.5,0.006267
1776902948.7900846,0.0,0.0,0.0
1776902950.8091059,0.0,0.0,0.0
1776902952.8331554,0.5,0.5,0.006267
1776902954.8463924,0.0,0.0,0.0
1776902956.8296733,1.5,0.8660254037844386,0.018801
1776902958.8427775,0.0,0.0,0.0
1776902960.8832705,0.5,0.5,0.006267
1776902962.9044979,0.0,0.0,0.0
